"NINECODE","Year","surv","age","sex_combined","sex_combined_error","immigrant","Bill_length","Bill_depth","Bill_width","BILL_PC1","BILL_PC2","BILL_PC3","BILL_VOL","PC1_BODY","Tarsus","Mass","Wing","cr_mass","breeding_status","BLCOUNT","BDCOUNT","BWCOUNT","TARSUSCOUNT","MASSCOUNT","WINGCOUNT","total_measurements","z_bl","z_bd","z_bw","z_pc1","z_pc2","z_pc3","z_body","z_bl_class","z_bd_class","z_bw_class","z_pc1_class","z_pc2_class","z_pc3_class","z_body_class","year_count"
"114110820",1975,1,"adult","m","m",0,8.89166666666667,5.76666666666667,6.21666666666667,14.2705853333333,-1.13699925,-0.403770833333332,NA,70.582976892626,19.6,24.5,67.2,2.90439286678185,1,6,6,6,6,6,5,6,-0.135936279151441,-1.01121931825273,-1.20965465383364,-1.00912533827531,0.639104765978628,-1.13118871317415,-0.337189542037949,-0.431172429785398,-1.2985357620321,-1.34493687906014,-1.37566236238137,0.655913393391799,-1.02171173160294,-1.7824237970072,3
"114110821",1975,0,"adult","m","m",0,9.2,6,6.9,15.034484,-1.517394,-0.239517999999999,NA,73.0346687128151,19.6,29,70,3.07231682568585,1,1,1,1,1,1,1,2,0.692993085023579,-0.116660079063527,0.407696012467787,0.589954562029298,-0.414117227909311,-0.433914433328112,0.719488853573306,0.397293883052512,-0.361441284475172,0.28698507325412,0.272179573918195,-0.414973956367709,-0.343964264869423,-0.0356038603266082,1
"114110822",1975,1,NA,"m","m",0,9.1,5.95,6.65,14.7882945,-1.356124,-0.2913085,NA,73.172287223467,19.65,25.75,70.25,2.95297029181224,0,4,4,4,4,4,4,6,0.424151129074922,-0.308351344604072,-0.184017645935177,0.0746025941644149,0.0324007930526179,-0.65377172807006,0.778802387943557,NA,NA,NA,NA,NA,NA,NA,8
"114110823",1975,0,"adult","m","m",0,8.4,5.9,6.4,14.052337,-1.200704,0.00344900000000026,NA,70.306219934587,20.65,25.5,66,2.94338265844167,1,2,2,2,2,2,2,2,-1.45774256256568,-0.500042610144617,-0.775731304338142,-1.46598766614286,0.462721564540825,0.597511548880319,-0.456471703028449,-1.75224033404046,-0.763053203428144,-0.907104160146561,-1.84645616251117,0.476571772892063,0.658577155013804,-1.97961194599743,1
"114110824",1975,0,NA,"m","m",0,8.4,6.29999999999999,6.6,14.416413,-1.10679600000001,0.250880999999996,NA,74.6713086609886,20.9,28,71,3.03658897187566,0,1,1,1,1,1,1,2,-1.45774256256568,1.03348751417971,-0.302360377615772,-0.703862217850487,0.722730334383253,1.64789202701024,1.42488015128374,NA,NA,NA,NA,NA,NA,NA,1
"114110825",1975,0,"adult","f","f",0,9,6,6.825,14.831544,-1.4613495,-0.1502085,NA,68.8077840095209,19.7333333333333,23.125,65,2.84900960765253,1,3,4,4,3,4,2,4,0.155309173126265,-0.116660079063527,0.230181914946897,0.165137385185852,-0.258943424810156,-0.0547841861832604,-1.10229711068633,0.368781767533374,0.0837612177851243,0.353102949719072,0.433495642194838,-0.272526854064519,-0.0717819125694445,-0.34834394593661,1
"114110826",1975,1,"adult","m","m",0,8.65,5.95,6.3,14.2357765,-1.0898705,-0.1536945,NA,73.2978098884766,20.2,25,70,2.92401773821287,1,2,2,2,2,2,2,2,-0.785637672694038,-0.308351344604072,-1.01241676769933,-1.08199116219305,0.769592991813623,-0.0695827019239932,0.832902616684776,-1.08051089119891,-0.562247243951658,-1.1459220068267,-1.45075014276796,0.788590256531941,0.0101645408916368,0.151883101950578,2
"114110829",1975,1,"adult","f","f",0,8.5,5.86666666666667,6.5,14.165356,-1.29776833333333,-0.0341626666666648,NA,66.3831841500921,18.6333333333333,21.375,63,2.77524955145577,1,3,3,3,3,4,3,6,-1.18890060661703,-0.627836787171636,-0.539045840976957,-1.22940339241826,0.193973663344151,0.437845214628502,-2.14729887981687,-1.12638703546698,-0.460312282003335,-0.510446721343895,-1.1340053018068,0.229492527015853,0.459349608134217,-2.15186122626005,5
"114110830",1975,1,"adult","m","m",0,8.575,5.825,6.65,14.27904375,-1.43891775,-0.0435627499999991,NA,71.1818871466889,20.075,25.8333333333333,67.5,2.95615237433009,1,4,4,4,4,3,4,4,-0.987269139655534,-0.787579508455436,-0.184017645935177,-0.991419214845172,-0.19683527936021,0.397940658927829,-0.0790594128076366,-1.28202972405138,-1.06426214264288,-0.310059543446221,-1.35741631181697,-0.194047607143477,0.4645951467732,-1.35570280236,2
"114110831",1975,0,"adult","m","m",0,9.05,6,6.875,14.898814,-1.499525,-0.1616165,NA,73.0497039800455,20.1,25.7,69.75,2.95105774575144,1,4,4,4,4,5,4,5,0.289730151100596,-0.116660079063527,0.348524646627489,0.305954629131149,-0.364642244858721,-0.103212604878119,0.72596904897298,-0.005743782652418,-0.361441284475172,0.227280611584085,-0.0204805985013849,-0.364669145239657,-0.022523573660195,-0.0248912967266035,1
"114110833",1975,0,"adult","f","f",0,9.3,5.9,6.5,14.839901,-1.269255,-0.481431,NA,67.126895345933,19.6,24.75,63,2.91423834162573,1,1,1,1,1,2,1,2,0.961835040972241,-0.500042610144617,-0.539045840976957,0.182631211670925,0.272920257075325,-1.46086605076583,-1.82675959068278,1.26588304933359,-0.324293907056229,-0.510446721343895,0.453159168690395,0.316997991393087,-1.58775801496806,-1.59865819440595,1
"114110834",1975,1,"adult","f","f",0,8.5,5.7,6.4,14.004839,-1.324009,-0.143082999999999,NA,68.2075996375504,18.8,23.25,65,2.85413373669243,1,1,1,1,1,2,1,2,-1.18890060661703,-1.2668076723068,-0.775731304338142,-1.56541590239845,0.121319539522466,-0.024535527574366,-1.36097638433003,-1.12638703546698,-1.14040415673894,-0.776154312440191,-1.51169230461728,0.148961720764903,-0.0391691289643366,-0.794785812217951,2
"114110836",1975,1,"adult","f","f",0,8.85,5.74999999999999,6.4,14.3228185,-1.28952650000001,-0.323042500000004,NA,67.8923246375504,18.95,23.25,64.5,2.85413373669243,1,2,2,2,2,2,2,2,-0.247953760796724,-1.07511640676629,-0.775731304338142,-0.899784910558053,0.216793326698105,-0.788486615768417,-1.49685980916874,-0.0797688733667322,-0.936376594318301,-0.776154312440191,-0.763505356753962,0.254786148239328,-0.862827852026963,-1.0293003480259,5
"114110837",1975,1,"adult","f","f",0,8.2,5.8,6.5,13.87743,-1.34212,0.109520000000001,NA,67.4626327291176,18.3,23,64.5,2.84386697985157,1,1,1,1,1,2,2,3,-1.995426474463,-0.88342514122571,-0.539045840976957,-1.83212296697145,0.0711745164081764,1.04779650675045,-1.6820568851923,-2.02348831726719,-0.732349031897585,-0.510446721343895,-1.81147814251035,0.0933803039305701,1.11697247190576,-1.34892289483917,4
"114110840",1975,1,"adult","m","m",0,9,6,6.4,14.606668,-1.132714,-0.298712,NA,70.837494494927,20.3,23.5,67,2.86432715799122,1,1,1,1,1,1,1,1,0.155309173126265,-0.116660079063527,-0.775731304338142,-0.305598731202466,0.650969597313204,-0.685200532225687,-0.227492536305186,-0.140089671220731,-0.361441284475172,-0.907104160146561,-0.650682549792677,0.6679772297501,-0.588213223816806,-1.60108109386874,2
"114110841",1975,1,"adult","m","m",0,9.4,6.03333333333334,6.96666666666666,15.2545356666667,-1.54628133333332,-0.316943666666666,NA,73.0821189848624,19.8333333333333,25.6666666666667,70,2.94978133653264,1,3,3,3,3,3,3,3,1.2306769969209,0.0111340979635306,0.565486321375226,1.05059183310962,-0.494099338102538,-0.762596288435225,0.739939905750978,0.934677437325759,-0.227570644824152,0.44619697104086,0.746863429655583,-0.496297580931241,-0.663441551066338,-0.00179574442452571,2
"114110842",1975,1,"adult","f","f",0,8.8,5.7,6.5,14.302635,-1.39841,-0.281415,NA,NA,20.8,22,NA,2.80203933065539,1,1,1,1,1,1,NA,1,-0.38237473877105,-1.2668076723068,-0.539045840976957,-0.942035317027057,-0.0846790174167569,-0.611772555528196,NA,-0.229285753666764,-1.14040415673894,-0.510446721343895,-0.810995937946144,-0.0793698453491263,-0.672302464402015,NA,3
"114110843",1975,0,"adult","f","f",0,8.9,6.05,6.65,14.6896015,-1.295934,-0.131405500000001,NA,69.0759994501425,19.4,25.25,65.5,2.93373215422131,1,2,2,2,2,2,2,2,-0.113532782822393,0.0750311864770184,-0.184017645935177,-0.131992860818385,0.199052493193367,0.0250369530803604,-0.986696340989122,0.0697480069333051,0.287788780205801,-0.111885334699448,0.0995133387850634,0.235121970205789,0.0142777562435123,-0.148834249468762,1
"114110848",1975,0,"adult","f","f",0,8.3,5.7,6.35,13.815127,-1.287296,-0.0450379999999999,NA,66.7018232503237,20.35,22.25,62,2.81261316417093,1,2,2,2,2,2,2,2,-1.72658451851434,-1.2668076723068,-0.894074036018736,-1.96254271945434,0.222969047202601,0.39167803404357,-2.0099655288471,-1.72445455666712,-1.14040415673894,-0.909008107988342,-1.95807341488711,0.261631399757717,0.409574168848072,-1.91484433408314,1
"114110850",1975,1,"adult","m","m",0,9.06666666666667,5.83333333333333,6.4,14.5534816666667,-1.23563066666667,-0.41119566666667,NA,72.8767115592927,20,24.5,69.6666666666667,2.90439286678185,1,3,3,3,3,3,3,3,0.334537143758712,-0.75563096419869,-0.775731304338142,-0.416934436205457,0.366017986201403,-1.1627080800576,0.65140937058735,0.0390381802036927,-1.03079448273014,-0.907104160146561,-0.765413304445061,0.378246216341653,-1.052348414578,-0.1481476566725,2
"114110854",1975,0,"adult","m","m",0,8.6,6,6.8,14.491804,-1.445918,0.0720880000000008,NA,73.443734934587,20.4,25.5,70,2.94338265844167,1,1,1,1,1,1,1,1,-0.920058650668369,-0.116660079063527,0.1710105491066,-0.546045169563289,-0.21621729570695,0.888892880471874,0.895796265198696,-1.21485677976722,-0.361441284475172,0.0481672265739825,-0.898461115760117,-0.2137547118555,0.941798499967503,0.255854073223389,1
"114110855",1975,1,"adult","m","m",0,9.45,6.15,6.9,15.3353985,-1.4217465,-0.3173325,NA,74.4302733821515,20.6,26.5,71,2.98136597887185,1,2,2,2,2,2,2,2,1.36509797489522,0.458413717558112,0.407696012467787,1.21986314762729,-0.149292199013942,-0.764246935653775,1.32099402268066,1.06902332589407,0.24097659395429,0.28698507325412,0.921296471195049,-0.14570710190633,-0.665045972745408,0.95875849796249,3
"114110857",1975,1,"adult","f","f",0,9,5.80000000000001,6.75,14.662734,-1.52763499999999,-0.265188999999996,NA,69.3503714280251,19.95,22.8333333333334,65.5,2.83698107644086,1,2,2,2,2,3,2,3,0.155309173126265,-0.883425141225673,0.0526678174260074,-0.188234979172781,-0.442472105150377,-0.54289111077513,-0.868442105688332,0.368781767533374,-0.732349031897545,0.153822256396849,0.0362957011017612,-0.475952507290272,-0.598037496781984,0.0552549330920085,2
"114110860",1975,1,"adult","f","f",0,8.7,5.8,6.1,14.073922,-1.027941,-0.319037999999999,NA,70.701922632884,20.2,21.5,67,2.78064888326062,1,1,1,1,1,1,1,1,-0.651216694719712,-0.88342514122571,-1.4857876944217,-1.42080347987024,0.941060951007284,-0.771487001229163,-0.285923965775213,-0.528319514266839,-0.732349031897585,-1.57327708572909,-1.34914409342995,1.05757410656951,-0.844499609525132,1.06059440951154,3
"114110861",1975,1,NA,"m","m",0,8.96666666666667,5.9,6.53333333333333,14.585445,-1.29828033333333,-0.277257000000003,NA,74.4550671370993,19.9333333333333,23.6666666666667,71.6666666666667,2.87108267159356,0,3,3,3,3,3,3,3,0.0656951878100551,-0.500042610144617,-0.460150686523237,-0.350025137747005,0.192556057920127,-0.594121313861552,1.33168012318631,NA,NA,NA,NA,NA,NA,NA,2
"114110864",1975,1,"adult","f","f",0,8.875,6,6.6,14.610457,-1.28858475,-0.156630499999999,NA,68.1101576417505,19.95,22.75,64,2.83352555404853,1,2,2,2,2,2,2,2,-0.180743271809558,-0.116660079063527,-0.302360377615772,-0.297667163827579,0.219400806987342,-0.0820463973384442,-1.40297385356295,-0.00501043321671351,0.0837612177851243,-0.244739130247598,-0.0867089865383251,0.257676314398253,-0.101174838864012,-0.867267183760933,2
"114110866",1975,0,"adult","m","m",0,9.2,6.2,6.5,14.951962,-1.08381,-0.290512,NA,74.1226698884766,20.2,25,71,2.92401773821287,1,2,2,2,2,2,2,2,0.692993085023579,0.650104983098657,-0.539045840976957,0.417210090424514,0.78637306539234,-0.650390483724824,1.18841701463087,0.397293883052512,0.441782553430777,-0.668286313466426,0.0941674655050703,0.805651776921529,-0.554378013096657,0.739592324253726,1
"114110873",1975,1,NA,"m","m",0,8.7,6,6.6,14.467608,-1.290291,-0.055553999999999,NA,72.667804892626,21.8,24.5,68,2.90439286678185,0,1,1,1,1,1,1,5,-0.651216694719712,-0.116660079063527,-0.302360377615772,-0.596694999123277,0.214676609224173,0.34703626940515,0.561370663622604,NA,NA,NA,NA,NA,NA,NA,2
"114110876",1975,1,NA,"m","m",0,8.6,5.79999999999999,6.8,14.362678,-1.57019800000001,-0.0166860000000035,NA,72.6107094501425,20.4,25.25,69,2.93373215422131,0,1,1,1,1,2,1,2,-0.920058650668369,-0.883425141225747,0.1710105491066,-0.816346454559279,-0.56031886230429,0.512035899299221,0.536762546051152,NA,NA,NA,NA,NA,NA,NA,2
"114110880",1975,1,NA,"m","m",0,9.225,6,6.325,14.750647,-1.07252575,-0.454873999999999,NA,71.7118255127662,20.875,26.2,67.5,2.97007281769264,0,4,4,4,4,5,4,5,0.760203574010744,-0.116660079063527,-0.953245401859031,-0.00420545089921403,0.817616452122914,-1.34812819002956,0.149343854612908,NA,NA,NA,NA,NA,NA,NA,2
"114110881",1975,1,"adult","m","m",0,9.23333333333333,6.23333333333333,6.8,15.1594283333333,-1.29474966666667,-0.190143,NA,74.3707047869137,20.6,24.6666666666667,71,2.91096391376532,1,3,3,3,3,3,3,3,0.782607070339793,0.777899160125673,0.1710105491066,0.85150230495449,0.202331628656613,-0.224311244946396,1.29531997705781,0.486857808764714,0.575653193081753,0.0481672265739825,0.541702903587044,0.211814399839369,-0.140230907636821,0.916316128613881,3
"114110883",1975,1,NA,"f","f",0,8.45,5.75,6.75,14.1814985,-1.5640675,0.0302865000000003,NA,69.915479494927,20.15,23.5,66,2.86432715799122,0,2,2,2,2,2,2,2,-1.32332158459136,-1.07511640676625,0.0526678174260074,-1.19561206849397,-0.543344975483979,0.711440167982991,-0.624880708385625,NA,NA,NA,NA,NA,NA,NA,3
"114110888",1975,0,"adult","m","m",0,9.2,6.1,7.1,15.204871,-1.609906,-0.125247,NA,71.9397271730562,20.6,26,68,2.96249606840737,1,1,1,1,1,1,1,1,0.692993085023579,0.266722452017563,0.881066939190156,0.946628082827679,-0.670260807962825,0.0511805730428725,0.247569397794679,0.397293883052512,0.0401706344778007,0.764620766614391,0.639729428698578,-0.675413750820581,0.127545901496691,-0.815745024644345,1
"114110890",1975,1,NA,"m","m",0,8.55,5.975,6.4,14.22320125,-1.1526365,-0.0498977500000004,NA,72.520157392626,19.025,24.5,70,2.90439286678185,0,4,4,4,4,5,4,5,-1.05447962864269,-0.212505711833801,-0.775731304338142,-1.10831511115876,0.595808964383248,0.371047773896974,0.497734638029482,NA,NA,NA,NA,NA,NA,NA,2
"114110891",1975,1,"adult","m","m",0,10.1,6.375,7.175,16.15675525,-1.4882405,-0.49679825,NA,72.639598688002,21.05,25.875,68.5,2.95774084985036,1,4,4,4,4,4,4,6,3.1125706885615,1.32102441249057,1.05858103671105,2.9392208677234,-0.333398165937999,-1.52610199196399,0.549213798390631,2.81551987728211,1.14460341159848,0.943734151624493,2.69308395606999,-0.332901019369462,-1.40556566400146,-0.317089563401313,5
"114110893",1975,1,"adult","f","f",0,8.5,5.9,6.45,14.160421,-1.238392,-0.0368379999999995,NA,68.865195345933,19.1,24.75,65.5,2.91423834162573,1,2,2,2,2,2,2,2,-1.18890060661703,-0.500042610144617,-0.657388572657549,-1.23973389782736,0.358372515281737,0.426488082544434,-1.07755284293201,-1.12638703546698,-0.324293907056229,-0.643300516892043,-1.14561706479059,0.411714421615494,0.447104843967272,-0.305639028297094,3
"114110902",1975,1,"adult","m","m",0,8.3,6.05,6.7,14.2262895,-1.340447,0.2326135,NA,72.0813946375504,19.05,23.25,69.5,2.85413373669243,1,2,2,2,2,2,2,3,-1.72658451851434,0.0750311864770184,-0.065674914254585,-1.10185043368568,0.0758066528816019,1.57034415371886,0.308628029984635,-2.02093211117709,-0.160635324998686,-0.190650620106153,-1.47121499907919,0.0831672610857277,1.60416607538912,-0.714807562064574,4
"114110904",1975,1,"adult","m","m",0,8.3,5.7,6.7,14.000319,-1.557937,0.0772590000000002,NA,70.5050196375504,19.8,23.25,67,2.85413373669243,1,1,1,1,1,2,1,2,-1.72658451851434,-1.2668076723068,-0.065674914254585,-1.57487768242867,-0.526371088663695,0.910844436666745,-0.370789094208897,-2.02093211117709,-1.56627704133409,-0.190650620106153,-1.95866665008337,-0.52911061524983,0.963135313947243,-1.83796800784706,5
"114110905",1975,1,"adult","f","f",0,8.9,5.7,6.45,14.357807,-1.358772,-0.356644,NA,69.0203267489663,19.5,21.75,65.5,2.79138508582921,1,2,2,2,2,2,2,2,-0.113532782822393,-1.2668076723068,-0.657388572657549,-0.826542987861757,0.0250691150002388,-0.931129279756418,-1.01069125750913,0.0697480069333051,-1.14040415673894,-0.643300516892043,-0.6811794866104,0.0422764580288908,-1.01661894715106,-0.190245898579896,4
"114110906",1975,1,"adult","m","m",0,8.8,6.1,6.2,14.402151,-0.917872,-0.208693000000001,NA,NA,19.4,NA,70,NA,1,1,1,1,1,NA,1,1,-0.38237473877105,0.266722452017563,-1.24910223106051,-0.733717064485656,1.24581566080612,-0.303058366859938,NA,-0.677473225493974,0.0401706344778007,-1.38473985350683,-1.09185584147643,1.27280045614066,-0.216772756278138,NA,2
"114110907",1975,1,"adult","m","m",0,9.2,5.72,6.5,14.6420596,-1.382082,-0.5035696,NA,72.6622354848061,21.25,25.125,68.4,2.92888300132533,1,5,5,5,5,4,5,5,0.692993085023579,-1.19013116609058,-0.539045840976957,-0.231512993565865,-0.0394706944412107,-1.55484723853915,0.558970250621604,0.397293883052512,-1.4859546575435,-0.668286313466426,-0.574337655872103,-0.0340435963386642,-1.43350591450266,-0.300960942489671,2
"114110908",1975,0,"adult","m","m",0,9,6,7,14.92414,-1.59667,-0.0890599999999999,NA,71.0823098884766,20.6,25,67,2.92401773821287,1,1,1,1,1,1,1,1,0.155309173126265,-0.116660079063527,0.644381475828972,0.358969903698691,-0.633613492743304,0.204799015128327,-0.121977179461937,-0.140089671220731,-0.361441284475172,0.525802919934255,0.0341513136877368,-0.638151761896136,0.276862336902793,-1.42665117297201,1
"114110909",1975,1,"adult","m","m",0,9.08,5.78000000000001,6.56,14.614591,-1.39236359999999,-0.386662599999996,NA,72.237175892626,20.18,24.5,68.75,2.90439286678185,1,5,5,5,5,4,4,7,0.370382737885191,-0.960101647441889,-0.397034562960246,-0.289013403065428,-0.0679379833623843,-1.05856207511347,0.375769701431289,0.074863750488567,-1.24498750617167,-0.524995605458345,-0.633591471838227,-0.062988357998168,-0.951118965763564,-0.603814084056321,6
"114110910",1975,1,"adult","m","m",0,8.5,6,6.6,14.304352,-1.292241,0.0599620000000005,NA,72.8444198884766,19.5,25,70,2.92401773821287,1,1,1,1,1,1,1,1,-1.18890060661703,-0.116660079063527,-0.302360377615772,-0.938441096604075,0.209277526066266,0.837416459969255,0.63749167072451,-1.48354855690384,-0.361441284475172,-0.42946846678629,-1.30282268899219,0.218876798566218,0.891763650553779,-0.17115533402648,2
"114110911",1975,0,"adult","m","m",0,9.65,6.15,6.75,15.4192865,-1.3038075,-0.4852615,NA,74.0423094501425,20.7,25.25,70.5,2.93373215422131,1,2,2,2,2,2,2,2,1.90278188679254,0.458413717558112,0.0526678174260074,1.39546708638279,0.177252656658092,-1.47712701305639,1.15378169123898,1.60640688016732,0.24097659395429,-0.0712416967660852,1.10225524280214,0.186314786259283,-1.35796220457759,0.68233585561993,1
"114110913",1975,1,"adult","f","f",0,8.7,5.95,6.7,14.4882385,-1.398687,-0.0428054999999987,NA,69.3581924131829,19.9,24,65.5,2.88449914061482,1,2,2,2,2,2,2,2,-0.651216694719712,-0.308351344604072,-0.065674914254585,-0.553508881222083,-0.0854459641012394,0.401155282004328,-0.865071263570005,-0.528319514266839,-0.120266344635552,0.0209684608487004,-0.374281885066166,-0.0802199393507338,0.41979212399486,0.061072504113637,3
"114110914",1975,1,"adult","m","m",0,9.28,6.24,7.12,15.371144,-1.5375952,-0.102323199999999,NA,72.8476427167068,20.94,26.875,68.8,2.99536320744755,1,5,5,5,5,4,5,5,0.908066649782506,0.803457995531093,0.928404031862395,1.29468970914723,-0.470049514416759,0.148495035216545,0.638880708667853,0.61224730476181,0.602427321011966,0.812384335950419,0.998404779540474,-0.47184437723961,0.222135121436519,-0.168859082695597,2
"114110916",1975,1,"adult","m","m",0,8.925,5.9,6.35,14.454428,-1.15692225,-0.3172515,NA,72.6167372528158,20.825,23.375,68.75,2.85923953243566,1,4,4,4,4,4,4,7,-0.0463222938352271,-0.500042610144617,-0.894074036018736,-0.624284879830859,0.583942748668375,-0.763903080296632,0.539360527088342,-0.341608504073196,-0.763053203428144,-1.02651308348663,-0.979086652756905,0.599826161196142,-0.664711746883416,-0.33337823819948,4
"114110917",1975,1,"adult","m","m",0,9.5,6.05,6.8,15.2587375,-1.406073,-0.4255405,NA,71.446354934587,20.5,25.5,67.5,2.94338265844167,1,2,2,2,2,2,2,3,1.49951895286956,0.0750311864770184,0.1710105491066,1.0593875903493,-0.105896029847037,-1.22360373177345,0.0349261197563541,1.20336921446238,-0.160635324998686,0.0481672265739825,0.755927403030701,-0.101583062664317,-1.11153871440466,-1.16727063453778,3
"114110919",1975,1,"adult","m","m",0,8.5,5.8,6.65,14.201682,-1.455184,-0.0113409999999994,NA,71.5541332145724,19.55,22.5,68.5,2.82310808664309,1,2,2,2,2,2,2,4,-1.18890060661703,-0.88342514122571,-0.184017645935177,-1.15336166202497,-0.241872631369089,0.534726107742789,0.0813785241894384,-1.48354855690384,-1.16466512238112,-0.310059543446221,-1.52429700094264,-0.239840356262716,0.597549988361243,-1.09047907098591,5
